parameterChar	value	parameter	nSeq	protocol	matrix	nSim
Region4_Region7	NA	migrationRate	500	biased_50	migrationrates	3
Region5_Region1	NA	migrationRate	500	biased_50	migrationrates	3
Region5_Region7	NA	migrationRate	500	biased_50	migrationrates	3
Region6_Region1	NA	migrationRate	500	biased_50	migrationrates	3
Region6_Region2	NA	migrationRate	500	biased_50	migrationrates	3
Region6_Region3	NA	migrationRate	500	biased_50	migrationrates	3
Region6_Region4	NA	migrationRate	500	biased_50	migrationrates	3
Region7_Region1	NA	migrationRate	500	biased_50	migrationrates	3
Region7_Region2	NA	migrationRate	500	biased_50	migrationrates	3
Region7_Region3	NA	migrationRate	500	biased_50	migrationrates	3
Region7_Region4	NA	migrationRate	500	biased_50	migrationrates	3
Region7_Region5	NA	migrationRate	500	biased_50	migrationrates	3
Region7_Region6	NA	migrationRate	500	biased_50	migrationrates	3
Region1	0.231035651648465	locationFrequency	500	biased_50	migrationrates	3
Region2	0.1747358181898572	locationFrequency	500	biased_50	migrationrates	3
Region3	0.34776200792913886	locationFrequency	500	biased_50	migrationrates	3
Region4	0.081782140277962	locationFrequency	500	biased_50	migrationrates	3
Region5	0.12742627227306894	locationFrequency	500	biased_50	migrationrates	3
Region6	0.03635908092732605	locationFrequency	500	biased_50	migrationrates	3
Region7	0.0008990287541819575	locationFrequency	500	biased_50	migrationrates	3
NA	1989.090411	mrcaDate	500	biased_50	migrationrates	3
NA	Region1	mrcaLocation	500	biased_50	migrationrates	3
NA	27.573523000000023	treeHeight	500	biased_50	migrationrates	3
Region1_Region1	9910.0	migrationCount	150	uniformS	migrationrates	9
Region1_Region2	63.0	migrationCount	150	uniformS	migrationrates	9
Region1_Region5	1.0	migrationCount	150	uniformS	migrationrates	9
Region2_Region1	114.0	migrationCount	150	uniformS	migrationrates	9
Region2_Region2	9186.0	migrationCount	150	uniformS	migrationrates	9
Region2_Region3	77.0	migrationCount	150	uniformS	migrationrates	9
Region2_Region4	71.0	migrationCount	150	uniformS	migrationrates	9
Region2_Region5	33.0	migrationCount	150	uniformS	migrationrates	9
Region2_Region6	13.0	migrationCount	150	uniformS	migrationrates	9
Region2_Region7	2.0	migrationCount	150	uniformS	migrationrates	9
Region3_Region2	160.0	migrationCount	150	uniformS	migrationrates	9
Region3_Region3	42749.0	migrationCount	150	uniformS	migrationrates	9
Region3_Region4	116.0	migrationCount	150	uniformS	migrationrates	9
Region3_Region5	4.0	migrationCount	150	uniformS	migrationrates	9
Region3_Region6	1.0	migrationCount	150	uniformS	migrationrates	9
Region4_Region2	16.0	migrationCount	150	uniformS	migrationrates	9
Region4_Region3	59.0	migrationCount	150	uniformS	migrationrates	9
Region4_Region4	17729.0	migrationCount	150	uniformS	migrationrates	9
Region4_Region5	86.0	migrationCount	150	uniformS	migrationrates	9
Region4_Region6	1.0	migrationCount	150	uniformS	migrationrates	9
Region5_Region2	1.0	migrationCount	150	uniformS	migrationrates	9
Region5_Region3	2.0	migrationCount	150	uniformS	migrationrates	9
Region5_Region4	12.0	migrationCount	150	uniformS	migrationrates	9
Region5_Region5	4738.0	migrationCount	150	uniformS	migrationrates	9
Region5_Region6	7.0	migrationCount	150	uniformS	migrationrates	9
Region6_Region6	120.0	migrationCount	150	uniformS	migrationrates	9
Region6_Region7	2.0	migrationCount	150	uniformS	migrationrates	9
Region7_Region7	8.0	migrationCount	150	uniformS	migrationrates	9
Region1_Region3	NA	migrationCount	150	uniformS	migrationrates	9
Region1_Region4	NA	migrationCount	150	uniformS	migrationrates	9
Region1_Region6	NA	migrationCount	150	uniformS	migrationrates	9
Region1_Region7	NA	migrationCount	150	uniformS	migrationrates	9
Region3_Region1	NA	migrationCount	150	uniformS	migrationrates	9
Region3_Region7	NA	migrationCount	150	uniformS	migrationrates	9
Region4_Region1	NA	migrationCount	150	uniformS	migrationrates	9
Region4_Region7	NA	migrationCount	150	uniformS	migrationrates	9
Region5_Region1	NA	migrationCount	150	uniformS	migrationrates	9
Region5_Region7	NA	migrationCount	150	uniformS	migrationrates	9
Region6_Region1	NA	migrationCount	150	uniformS	migrationrates	9
Region6_Region2	NA	migrationCount	150	uniformS	migrationrates	9
Region6_Region3	NA	migrationCount	150	uniformS	migrationrates	9
Region6_Region4	NA	migrationCount	150	uniformS	migrationrates	9
Region6_Region5	NA	migrationCount	150	uniformS	migrationrates	9
Region7_Region1	NA	migrationCount	150	uniformS	migrationrates	9
Region7_Region2	NA	migrationCount	150	uniformS	migrationrates	9
Region7_Region3	NA	migrationCount	150	uniformS	migrationrates	9
Region7_Region4	NA	migrationCount	150	uniformS	migrationrates	9
Region7_Region5	NA	migrationCount	150	uniformS	migrationrates	9
Region7_Region6	NA	migrationCount	150	uniformS	migrationrates	9
Region1_Region1	1.1759819627388157	migrationRate	150	uniformS	migrationrates	9
Region1_Region2	0.007475970096119616	migrationRate	150	uniformS	migrationrates	9
Region1_Region5	0.00011866619200189867	migrationRate	150	uniformS	migrationrates	9
Region2_Region1	0.013527945888216448	migrationRate	150	uniformS	migrationrates	9
Region2_Region2	1.090067639729441	migrationRate	150	uniformS	migrationrates	9
Region2_Region3	0.009137296784146197	migrationRate	150	uniformS	migrationrates	9
Region2_Region4	0.008425299632134805	migrationRate	150	uniformS	migrationrates	9
Region2_Region5	0.003915984336062656	migrationRate	150	uniformS	migrationrates	9
Region2_Region6	0.0015426604960246827	migrationRate	150	uniformS	migrationrates	9
Region2_Region7	0.00023733238400379733	migrationRate	150	uniformS	migrationrates	9
Region3_Region2	0.018986590720303786	migrationRate	150	uniformS	migrationrates	9
Region3_Region3	5.0728610418891655	migrationRate	150	uniformS	migrationrates	9
Region3_Region4	0.013765278272220245	migrationRate	150	uniformS	migrationrates	9
Region3_Region5	0.00047466476800759466	migrationRate	150	uniformS	migrationrates	9
Region3_Region6	0.00011866619200189867	migrationRate	150	uniformS	migrationrates	9
Region4_Region2	0.0018986590720303786	migrationRate	150	uniformS	migrationrates	9
Region4_Region3	0.007001305328112021	migrationRate	150	uniformS	migrationrates	9
Region4_Region4	2.1038329180016615	migrationRate	150	uniformS	migrationrates	9
Region4_Region5	0.010205292512163285	migrationRate	150	uniformS	migrationrates	9
Region4_Region6	0.00011866619200189867	migrationRate	150	uniformS	migrationrates	9
Region5_Region2	0.00011866619200189867	migrationRate	150	uniformS	migrationrates	9
Region5_Region3	0.00023733238400379733	migrationRate	150	uniformS	migrationrates	9
Region5_Region4	0.001423994304022784	migrationRate	150	uniformS	migrationrates	9
Region5_Region5	0.5622404177049959	migrationRate	150	uniformS	migrationrates	9
Region5_Region6	0.0008306633440132907	migrationRate	150	uniformS	migrationrates	9
Region6_Region6	0.01423994304022784	migrationRate	150	uniformS	migrationrates	9
Region6_Region7	0.00023733238400379733	migrationRate	150	uniformS	migrationrates	9
Region7_Region7	0.0009493295360151893	migrationRate	150	uniformS	migrationrates	9
Region1_Region3	NA	migrationRate	150	uniformS	migrationrates	9
Region1_Region4	NA	migrationRate	150	uniformS	migrationrates	9
Region1_Region6	NA	migrationRate	150	uniformS	migrationrates	9
Region1_Region7	NA	migrationRate	150	uniformS	migrationrates	9
Region3_Region1	NA	migrationRate	150	uniformS	migrationrates	9
Region3_Region7	NA	migrationRate	150	uniformS	migrationrates	9
Region4_Region1	NA	migrationRate	150	uniformS	migrationrates	9
Region4_Region7	NA	migrationRate	150	uniformS	migrationrates	9
Region5_Region1	NA	migrationRate	150	uniformS	migrationrates	9
Region5_Region7	NA	migrationRate	150	uniformS	migrationrates	9
Region6_Region1	NA	migrationRate	150	uniformS	migrationrates	9
Region6_Region2	NA	migrationRate	150	uniformS	migrationrates	9
Region6_Region3	NA	migrationRate	150	uniformS	migrationrates	9
Region6_Region4	NA	migrationRate	150	uniformS	migrationrates	9
Region6_Region5	NA	migrationRate	150	uniformS	migrationrates	9
Region7_Region1	NA	migrationRate	150	uniformS	migrationrates	9
Region7_Region2	NA	migrationRate	150	uniformS	migrationrates	9
Region7_Region3	NA	migrationRate	150	uniformS	migrationrates	9
Region7_Region4	NA	migrationRate	150	uniformS	migrationrates	9
Region7_Region5	NA	migrationRate	150	uniformS	migrationrates	9
Region7_Region6	NA	migrationRate	150	uniformS	migrationrates	9
Region1	0.11754083559057703	locationFrequency	150	uniformS	migrationrates	9
Region2	0.1105287226932142	locationFrequency	150	uniformS	migrationrates	9
Region3	0.5028904445304346	locationFrequency	150	uniformS	migrationrates	9
Region4	0.21022267562528582	locationFrequency	150	uniformS	migrationrates	9
Region5	0.05701152660029784	locationFrequency	150	uniformS	migrationrates	9
Region6	0.001665083664591175	locationFrequency	150	uniformS	migrationrates	9
Region7	0.00014071129559925424	locationFrequency	150	uniformS	migrationrates	9
NA	1993.569863	mrcaDate	150	uniformS	migrationrates	9
NA	Region4	mrcaLocation	150	uniformS	migrationrates	9
NA	23.066749000000073	treeHeight	150	uniformS	migrationrates	9
Region1_Region1	11880.0	migrationCount	500	uniformS	migrationrates	9
Region1_Region2	75.0	migrationCount	500	uniformS	migrationrates	9
Region1_Region3	1.0	migrationCount	500	uniformS	migrationrates	9
Region1_Region4	1.0	migrationCount	500	uniformS	migrationrates	9
Region1_Region5	1.0	migrationCount	500	uniformS	migrationrates	9
Region2_Region1	115.0	migrationCount	500	uniformS	migrationrates	9
Region2_Region2	9430.0	migrationCount	500	uniformS	migrationrates	9
Region2_Region3	78.0	migrationCount	500	uniformS	migrationrates	9
Region2_Region4	74.0	migrationCount	500	uniformS	migrationrates	9
Region2_Region5	34.0	migrationCount	500	uniformS	migrationrates	9
Region2_Region6	14.0	migrationCount	500	uniformS	migrationrates	9
Region2_Region7	3.0	migrationCount	500	uniformS	migrationrates	9
Region3_Region2	161.0	migrationCount	500	uniformS	migrationrates	9
Region3_Region3	42924.0	migrationCount	500	uniformS	migrationrates	9
Region3_Region4	119.0	migrationCount	500	uniformS	migrationrates	9
Region3_Region5	4.0	migrationCount	500	uniformS	migrationrates	9
Region3_Region6	1.0	migrationCount	500	uniformS	migrationrates	9
Region4_Region2	17.0	migrationCount	500	uniformS	migrationrates	9
Region4_Region3	60.0	migrationCount	500	uniformS	migrationrates	9
Region4_Region4	18079.0	migrationCount	500	uniformS	migrationrates	9
Region4_Region5	88.0	migrationCount	500	uniformS	migrationrates	9
Region4_Region6	1.0	migrationCount	500	uniformS	migrationrates	9
Region5_Region2	1.0	migrationCount	500	uniformS	migrationrates	9
Region5_Region3	2.0	migrationCount	500	uniformS	migrationrates	9
Region5_Region4	12.0	migrationCount	500	uniformS	migrationrates	9
Region5_Region5	4744.0	migrationCount	500	uniformS	migrationrates	9
Region5_Region6	7.0	migrationCount	500	uniformS	migrationrates	9
Region6_Region5	1.0	migrationCount	500	uniformS	migrationrates	9
Region6_Region6	130.0	migrationCount	500	uniformS	migrationrates	9
Region6_Region7	2.0	migrationCount	500	uniformS	migrationrates	9
Region7_Region7	12.0	migrationCount	500	uniformS	migrationrates	9
Region1_Region6	NA	migrationCount	500	uniformS	migrationrates	9
Region1_Region7	NA	migrationCount	500	uniformS	migrationrates	9
Region3_Region1	NA	migrationCount	500	uniformS	migrationrates	9
Region3_Region7	NA	migrationCount	500	uniformS	migrationrates	9
Region4_Region1	NA	migrationCount	500	uniformS	migrationrates	9
Region4_Region7	NA	migrationCount	500	uniformS	migrationrates	9
Region5_Region1	NA	migrationCount	500	uniformS	migrationrates	9
Region5_Region7	NA	migrationCount	500	uniformS	migrationrates	9
Region6_Region1	NA	migrationCount	500	uniformS	migrationrates	9
Region6_Region2	NA	migrationCount	500	uniformS	migrationrates	9
Region6_Region3	NA	migrationCount	500	uniformS	migrationrates	9
Region6_Region4	NA	migrationCount	500	uniformS	migrationrates	9
Region7_Region1	NA	migrationCount	500	uniformS	migrationrates	9
Region7_Region2	NA	migrationCount	500	uniformS	migrationrates	9
Region7_Region3	NA	migrationCount	500	uniformS	migrationrates	9
Region7_Region4	NA	migrationCount	500	uniformS	migrationrates	9
Region7_Region5	NA	migrationCount	500	uniformS	migrationrates	9
Region7_Region6	NA	migrationCount	500	uniformS	migrationrates	9
Region1_Region1	1.1968567398750756	migrationRate	500	uniformS	migrationrates	9
Region1_Region2	0.007555913761837598	migrationRate	500	uniformS	migrationrates	9
Region1_Region3	0.00010074551682450131	migrationRate	500	uniformS	migrationrates	9
Region1_Region4	0.00010074551682450131	migrationRate	500	uniformS	migrationrates	9
Region1_Region5	0.00010074551682450131	migrationRate	500	uniformS	migrationrates	9
Region2_Region1	0.011585734434817651	migrationRate	500	uniformS	migrationrates	9
Region2_Region2	0.9500302236550473	migrationRate	500	uniformS	migrationrates	9
Region2_Region3	0.007858150312311102	migrationRate	500	uniformS	migrationrates	9
Region2_Region4	0.007455168245013097	migrationRate	500	uniformS	migrationrates	9
Region2_Region5	0.0034253475720330447	migrationRate	500	uniformS	migrationrates	9
Region2_Region6	0.0014104372355430183	migrationRate	500	uniformS	migrationrates	9
Region2_Region7	0.0003022365504735039	migrationRate	500	uniformS	migrationrates	9
Region3_Region2	0.01622002820874471	migrationRate	500	uniformS	migrationrates	9
Region3_Region3	4.324400564174894	migrationRate	500	uniformS	migrationrates	9
Region3_Region4	0.011988716502115656	migrationRate	500	uniformS	migrationrates	9
Region3_Region5	0.00040298206729800525	migrationRate	500	uniformS	migrationrates	9
Region3_Region6	0.00010074551682450131	migrationRate	500	uniformS	migrationrates	9
Region4_Region2	0.0017126737860165223	migrationRate	500	uniformS	migrationrates	9
Region4_Region3	0.006044731009470079	migrationRate	500	uniformS	migrationrates	9
Region4_Region4	1.8213781986701592	migrationRate	500	uniformS	migrationrates	9
Region4_Region5	0.008865605480556116	migrationRate	500	uniformS	migrationrates	9
Region4_Region6	0.00010074551682450131	migrationRate	500	uniformS	migrationrates	9
Region5_Region2	0.00010074551682450131	migrationRate	500	uniformS	migrationrates	9
Region5_Region3	0.00020149103364900262	migrationRate	500	uniformS	migrationrates	9
Region5_Region4	0.0012089462018940156	migrationRate	500	uniformS	migrationrates	9
Region5_Region5	0.4779367318154342	migrationRate	500	uniformS	migrationrates	9
Region5_Region6	0.0007052186177715092	migrationRate	500	uniformS	migrationrates	9
Region6_Region5	0.00010074551682450131	migrationRate	500	uniformS	migrationrates	9
Region6_Region6	0.01309691718718517	migrationRate	500	uniformS	migrationrates	9
Region6_Region7	0.00020149103364900262	migrationRate	500	uniformS	migrationrates	9
Region7_Region7	0.0012089462018940156	migrationRate	500	uniformS	migrationrates	9
Region1_Region6	NA	migrationRate	500	uniformS	migrationrates	9
Region1_Region7	NA	migrationRate	500	uniformS	migrationrates	9
Region3_Region1	NA	migrationRate	500	uniformS	migrationrates	9
Region3_Region7	NA	migrationRate	500	uniformS	migrationrates	9
Region4_Region1	NA	migrationRate	500	uniformS	migrationrates	9
Region4_Region7	NA	migrationRate	500	uniformS	migrationrates	9
Region5_Region1	NA	migrationRate	500	uniformS	migrationrates	9
Region5_Region7	NA	migrationRate	500	uniformS	migrationrates	9
Region6_Region1	NA	migrationRate	500	uniformS	migrationrates	9
Region6_Region2	NA	migrationRate	500	uniformS	migrationrates	9
Region6_Region3	NA	migrationRate	500	uniformS	migrationrates	9
Region6_Region4	NA	migrationRate	500	uniformS	migrationrates	9
Region7_Region1	NA	migrationRate	500	uniformS	migrationrates	9
Region7_Region2	NA	migrationRate	500	uniformS	migrationrates	9
Region7_Region3	NA	migrationRate	500	uniformS	migrationrates	9
Region7_Region4	NA	migrationRate	500	uniformS	migrationrates	9
Region7_Region5	NA	migrationRate	500	uniformS	migrationrates	9
Region7_Region6	NA	migrationRate	500	uniformS	migrationrates	9
Region1	0.13619693202075597	locationFrequency	500	uniformS	migrationrates	9
Region2	0.10995673944885377	locationFrequency	500	uniformS	migrationrates	9
Region3	0.48898048165684505	locationFrequency	500	uniformS	migrationrates	9
Region4	0.20761658207582517	locationFrequency	500	uniformS	migrationrates	9
Region5	0.055319003985420855	locationFrequency	500	uniformS	migrationrates	9
